cheese,milk,country,region,family,type,fat_content,calcium_content,texture,rind,color,flavor,aroma,vegetarian,vegan,producers
Childwickbury,goat,"England, Great Britain, United Kingdom","Odell, Bedfordshire",NA,"fresh soft, artisan",NA,NA,"creamy, smooth",natural,white,"citrusy, lemony, mild, milky","floral, fresh, mild, milky",TRUE,FALSE,Childwickbury Estate
Chile Jack,goat,United States,Colorado,Monterey Jack,"semi-soft, artisan",NA,NA,creamy,waxed,cream,"creamy, spicy, subtle, tangy",mild,TRUE,FALSE,Haystack Mountain Creamery
Chilli Caciotta,"cow, sheep",Italy,NA,NA,"semi-soft, artisan",NA,NA,"creamy, smooth",NA,NA,spicy,NA,NA,NA,NA
Chimney Rock,cow,United States,California,NA,soft,NA,NA,soft,bloomy,pale yellow,"earthy, piquant, savory","fruity, rich",TRUE,FALSE,Cowgirl Creamery
Chiriboga Blue,cow,Germany,Allgau,Blue,"semi-soft, artisan, blue-veined",NA,NA,"creamy, dense, smooth, spreadable",mold ripened,cream,"buttery, grassy, mild, sweet",mild,FALSE,FALSE,NA
Chocolate Lab,cow,United States,Fairview,NA,"hard, artisan",NA,NA,firm,washed,pale yellow,"pungent, sharp, sweet",rich,NA,NA,Looking Glass Creamery
Chocolate Stout Cheddar,cow,United States,Oregon,Cheddar,"semi-hard, artisan",NA,NA,firm,natural,pale yellow,"savory, sweet, tangy",buttery,TRUE,FALSE,Rogue Creamery
Chontaleno,cow,Mexico,NA,Parmesan,semi-hard,NA,NA,firm,natural,white,salty,NA,FALSE,FALSE,Peluso Cheese
Chorlton Blue Cheshire,cow,"England, Great Britain, United Kingdom",Cheshire,Blue,"semi-soft, artisan, blue-veined",NA,NA,"creamy, crumbly",natural,pale yellow,"citrusy, lemony, salty",strong,NA,NA,Chorlton Cheshire Cheese
Chura Kampo,yak,"China, Tibet",Tibet,NA,"hard, artisan",NA,NA,"dense, dry, firm",natural,NA,NA,aromatic,NA,NA,NA
Château de Versailles,cow,Canada,Quebec,Brie,"soft, soft-ripened",NA,NA,"buttery, creamy, runny, soft, soft-ripened",bloomy,ivory,"buttery, creamy",pungent,NA,NA,Tre Stelle
Chèvre,goat,France,NA,NA,NA,NA,NA,,NA,white,tangy,goaty,NA,NA,NA
Chèvre des neiges,"cow, goat",Canada,Quebec,NA,fresh soft,24%,NA,"soft, spreadable, supple",rindless,white,"fruity, mild, nutty","aromatic, fresh, fruity",NA,NA,La Maison Alexis de Portneuf Inc.
Cilentano ai fichi,"buffalo, cow, sheep",Italy,Calabria,NA,"semi-soft, artisan",NA,NA,creamy,natural,cream,"creamy, fruity","nutty, sweet",NA,NA,Casa Madaio
Cinerino,sheep,Italy,Campania,NA,"hard, artisan",NA,NA,flaky,ash coated,ivory,"grassy, herbaceous","herbal, nutty, woody",TRUE,FALSE,Casa Madaio
Cirrus,cow,United States,Port Townsend,Camembert,"soft, soft-ripened",NA,NA,"creamy, soft",bloomy,ivory,"acidic, buttery, milky, nutty, salty","earthy, mushroom, rich",FALSE,FALSE,Mt. Townsend Creamery
Civray,goat,France,NA,NA,"soft, artisan",45%,NA,"creamy, firm",natural,pale yellow,"acidic, sweet",pleasant,FALSE,FALSE,NA
Classic Blue Log,goat,United States,Massachusetts,NA,"semi-soft, artisan",NA,NA,"creamy, dense, soft",mold ripened,cream,"creamy, tangy","clean, fresh",TRUE,FALSE,Westfield Farm
Classico Pecorino Senese,sheep,Italy,Tuscany,Pecorino,"semi-hard, artisan",NA,NA,"buttery, compact, firm",natural,straw,sharp,"aromatic, strong",FALSE,FALSE,Caseificio Pinzani Srl
Classico Riserva,sheep,Italy,Tuscany,Pecorino,"hard, artisan",NA,NA,"chalky, compact, crumbly",natural,straw,full-flavored,"aromatic, strong",NA,NA,Caseificio Pinzani Srl
Classics Fresh Mozzarella,cow,United States,Wisconsin,Mozzarella,"soft, brined",NA,NA,"creamy, elastic, smooth, soft, stringy, supple",rindless,white,"acidic, mild, milky, spicy",fresh,TRUE,FALSE,Crave Brothers Farmstead Cheese
Clava Brie,cow,Scotland,NA,NA,soft,NA,NA,"buttery, creamy, soft",bloomy,straw,"mushroomy, pungent, rustic, vegetal","garlicky, herbal, mushroom, pungent",TRUE,FALSE,Connage Highland Dairy
Clonmore,goat,Ireland,Co. Cork,Gouda,"hard, artisan",NA,NA,"firm, open",plastic,pale yellow,"earthy, mild, milky, nutty, smooth, sweet, tangy","goaty, strong",TRUE,FALSE,Tom and Lena Beggane
Coalho,cow,Brazil,Northeastern Brazil,NA,semi-hard,NA,NA,"elastic, firm, springy",natural,yellow,"acidic, salty",fresh,FALSE,FALSE,NA
Coastal Cheddar,cow,England,Dorset,Cheddar,firm,NA,NA,,rindless,pale yellow,"crunchy, sweet",nutty,NA,NA,Ford Farm
Coeur de Camembert au Calvados,cow,France,Lower Normandy,Camembert,"soft, artisan",NA,NA,creamy,bloomy,ivory,"fruity, nutty","aromatic, rich",FALSE,FALSE,Isigny Sainte Mère
Coeur de Chevre,goat,France,Gâtinais,NA,"soft, soft-ripened",NA,NA,creamy,leaf wrapped,pale yellow,"salty, spicy","fresh, milky",FALSE,FALSE,NA
Colby,cow,United States,"Colby, Wisconsin",Cheddar,semi-hard,NA,NA,"firm, open, springy",rindless,yellow,sweet,"mild, sweet",FALSE,FALSE,NA
Colby-Jack,,United States,NA,Monterey Jack,"semi-soft, processed",NA,NA,smooth,rindless,NA,"creamy, sweet, tangy",NA,NA,NA,NA
Cold Pack,cow,United States,Wisconsin,NA,"soft, blue-veined, processed",NA,NA,"creamy, smooth, spreadable",rindless,NA,"full-flavored, sharp, smokey , spicy",strong,NA,NA,Brunkow Cheese Factory
Colony cheese,,Brazil,Rio Grande do Sul,NA,"semi-hard, artisan",NA,NA,"creamy, open, soft, supple",natural,pale yellow,"creamy, pungent, spicy","lactic, pungent, spicy",NA,NA,NA
ColoRouge,cow,United States,Colorado,NA,"soft, artisan, smear-ripened",12%,NA,"creamy, soft",washed,white,"acidic, buttery, creamy, earthy","buttery, earthy, mild, spicy",NA,NA,MouCo Cheese Company
Colston Bassett Stilton,cow,"England, Great Britain, United Kingdom",East Midlands,Blue,"semi-hard, artisan",33%,NA,"buttery, creamy",natural,cream,"buttery, fruity",NA,FALSE,FALSE,Colston Bassett Dairy Limited
Comox Brie,cow,Canada,British Columbia,Brie,"soft, soft-ripened",26%,NA,"buttery, creamy, runny, soft, soft-ripened",bloomy,ivory,"buttery, creamy","mushroom, pungent",NA,NA,Natural Pastures Cheese Company
Comox Camembert,cow,Canada,Quebec,Camembert,"soft, artisan, soft-ripened",28%,NA,"buttery, chalky, creamy, soft, soft-ripened, supple",bloomy,pale yellow,"buttery, creamy, mushroomy","milky, mushroom, pungent",NA,NA,Natural Pastures Cheese Company
Comte,cow,France,NA,NA,"semi-hard, artisan",NA,NA,"dense, firm",natural,pale yellow,NA,NA,NA,NA,NA
Comte 12 months,cow,France,NA,NA,semi-hard,NA,NA,buttery,washed,yellow,milky,nutty,FALSE,FALSE,JuraFlore
Comte 18 months,cow,France,NA,NA,hard,NA,NA,firm,natural,yellow,fruity,nutty,FALSE,FALSE,JuraFlore
Comtomme,cow,Canada,Québec,Tomme,"semi-soft, artisan",28%,NA,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",NA,NA,Fromagerie La Station
Conciato Al Pepe,cow,Italy,Veneto,NA,hard,NA,NA,"compact, crumbly",natural,pale yellow,"sharp, spicy",aromatic,FALSE,FALSE,La Casearia Carpenedo S.r.l.
Condio,cow,Italy,"Piave Valley, Italy",NA,"semi-soft, artisan",NA,NA,"creamy, smooth, soft",natural,ivory,"herbaceous, piquant, spicy","pungent, spicy",FALSE,FALSE,NA
Connemara,cow,United States,Fairview,NA,"semi-hard, artisan",NA,NA,"creamy, firm",natural,white,"fruity, mild","fruity, goaty, rich",NA,NA,Looking Glass Creamery
Consider Bardwell Farm Manchester,goat,United States,Vermont,NA,"semi-hard, artisan",NA,NA,"firm, open",natural,ivory,"nutty, tangy, woody","lactic, mushroom, woody",TRUE,FALSE,Consider Bardwell Farm
Coolattin Cheddar,cow,Ireland,Co. Carlow,Cheddar,"hard, artisan",NA,NA,"crumbly, open",waxed,pale yellow,"fruity, nutty, sweet",NA,FALSE,FALSE,Thomas and Fiona Burgess - Coolattin Cheddar
Coolea,cow,Ireland,NA,Gouda,hard,NA,NA,firm,NA,NA,sweet,NA,TRUE,FALSE,Coolea Farmhouse Cheese Limited
Cooleney,cow,Ireland,Tipperary,Camembert,"soft, artisan",45%,NA,"creamy, smooth",mold ripened,white,"bitter, buttery, mushroomy",NA,TRUE,FALSE,Cooleeney Farm
Coquetdale,cow,England,Coquet,NA,"semi-hard, soft-ripened",55%,NA,creamy,natural,pale yellow,fruity,rich,TRUE,FALSE,Northumberland Cheese Company
Corleggy,goat,Ireland,County Cavan,NA,"hard, artisan",40%,NA,,natural,NA,"mild, nutty",NA,TRUE,FALSE,Corleggy Cheeses
Cornish Blue,cow,England,Cornwall,Blue,"semi-soft, artisan",NA,NA,"buttery, dense",NA,NA,"creamy, mild, sweet","buttery, mild, sweet",TRUE,FALSE,Cornish Cheese Company Ltd
Cornish Brie,cow,"England, Great Britain, United Kingdom",Cornwall,Brie,"soft, artisan, soft-ripened",NA,NA,"creamy, soft-ripened",bloomy,yellow,"creamy, mild",NA,NA,NA,"Cornish Cheese Company Ltd, Cornish Country Larder ltd."
Cornish Crumbly,cow,England,North Cornwall,Cheddar,"semi-soft, artisan",NA,NA,chalky,mold ripened,ivory,creamy,rich,TRUE,FALSE,Whalesborough Farm Foods
Cornish Kern,,,Cornwall,Cornish,NA,NA,NA,,washed,NA,NA,NA,TRUE,FALSE,Lynher Dairies
Cornish Pepper,cow,England,NA,Cornish,"soft, artisan",45%,NA,creamy,natural,white,smooth,rich,FALSE,FALSE,Lynher Valley Dairy
Cornish Smuggler,cow,England,North Cornwall,Cheddar,"semi-soft, artisan",NA,NA,creamy,mold ripened,ivory,creamy,rich,TRUE,FALSE,Whalesborough Farm Foods
Cornish Wild Garlic Yarg,cow,England,NA,NA,"semi-firm, artisan",NA,NA,crumbly,leaf wrapped,pale yellow,garlicky,"garlicky, herbal",TRUE,FALSE,Lynher Dairies
Cornish Yarg,cow,England,NA,Cornish,"hard, artisan",NA,NA,"creamy, crumbly",leaf wrapped,NA,mushroomy,fresh,TRUE,FALSE,Lynher Dairies
corra linn,sheep,Scotland,NA,NA,firm,NA,NA,crumbly,cloth wrapped,ivory,caramel,buttery,NA,NA,Errington Cheese Ltd.
Cote Hill Blue,cow,"England, United Kingdom",Lincolnshire,Blue,"soft, artisan, blue-veined",NA,NA,creamy,natural,cream,"buttery, salty, sharp, smokey , smooth","smokey, strong",TRUE,FALSE,Cote Hill Farm
Cote Hill Snowdrop,cow,,NA,NA,"soft, artisan, soft-ripened",NA,NA,"creamy, smooth",NA,white,savory,NA,NA,NA,Cote Hill Farm
Cotherstone,cow,"England, United Kingdom",Cotherstone,NA,"semi-hard, artisan",45%,NA,"crumbly, open",waxed,pale yellow,"acidic, citrusy, tangy",fresh,NA,NA,NA
Cotija Cheese,cow,Mexico,NA,NA,"hard, artisan",NA,NA,"crumbly, dense",rindless,white,"salty, strong",NA,NA,NA,NA
Cotswold,cow,"England, United Kingdom",Gloucestershire County,NA,semi-firm,NA,NA,"creamy, smooth",natural,NA,"sweet, tangy",NA,FALSE,FALSE,NA
Cottage Cheese,cow,"United Kingdom, United States",NA,Cottage,"soft, artisan, processed",NA,NA,"creamy, crumbly",rindless,white,sweet,NA,TRUE,FALSE,NA
Cottage Cheese (Australian),cow,Australia,NA,Cottage,fresh soft,NA,NA,"crumbly, firm, grainy",rindless,white,"mild, sweet","lactic, milky",TRUE,FALSE,NA
Cougar Gold,cow,United States,"Pullman, Washington",Cheddar,semi-soft,14%,NA,"creamy, crumbly, crystalline, firm, smooth",rindless,white,"nutty, sharp",NA,FALSE,FALSE,WSU Creamery
Coulommiers,cow,France,NA,Brie,"soft, artisan",NA,NA,creamy,bloomy,NA,"buttery, nutty",NA,NA,NA,NA
Counting Sheep…and Goats...,"cow, goat, sheep","Canada, Italy",Lombardy,NA,"soft, soft-ripened",NA,NA,"creamy, soft",NA,white,"creamy, subtle, sweet",nutty,NA,NA,Fifth Town Artisan Cheese
Country Morning,cow,Canada,British Columbia,Cheddar,"hard, artisan",NA,NA,"creamy, crumbly",natural,pale yellow,"nutty, sharp",strong,FALSE,FALSE,The Farm House Natural Cheeses
Coupole,goat,United States,Vermont,NA,"soft, artisan",NA,NA,"buttery, creamy, dense, fluffy",mold ripened,pale yellow,"mild, milky","fresh, mild, milky",TRUE,FALSE,Vermont Creamery
Couronne Lochoise,goat,France,Loire Valley,NA,"soft, artisan, soft-ripened",NA,NA,"buttery, creamy, smooth, soft-ripened",bloomy,ivory,"acidic, herbaceous, mild, salty","earthy, goaty, grassy, musty",FALSE,FALSE,"Fromages de chèvre FREVAL, Various"
Coverdale,cow,"England, United Kingdom",North Yorkshire,NA,"hard, artisan",NA,NA,"creamy, firm, open",natural,white,"buttery, lemony, mild, sharp",NA,TRUE,FALSE,Wensleydale Creamery
Cow's Milk Gouda,cow,United States,Maine,Gouda,"semi-hard, artisan",NA,NA,"compact, creamy, crumbly, dense",natural,NA,"caramel, nutty",NA,NA,NA,Fuzzy Udder Creamery
Cracked Pepper Chevre,goat,United States,Colorado,NA,"semi-soft, artisan",5 g/100g,NA,"creamy, crumbly, firm",rindless,white,"savory, spicy","clean, fresh",TRUE,FALSE,Haystack Mountain Creamery
Cranborne,cow,"England, Great Britain, United Kingdom",Dorset,Camembert,"soft, artisan, soft-ripened",NA,NA,"buttery, creamy",bloomy,pale yellow,creamy,mushroom,FALSE,FALSE,Chalke Valley Cheese Ltd
Cratloe Hills,sheep,Ireland,"Brickhill, Co. Clare",NA,"hard, artisan",NA,NA,"firm, grainy, open",plastic,pale yellow,"mild, nutty, strong, sweet",NA,TRUE,FALSE,Cratloe Hills
Cravero Parmigiano Reggiano,cow,Italy,Modena,Parmesan,"hard, artisan",NA,NA,dense,natural,golden yellow,"bitter, creamy, nutty, savory, smooth, sweet","aromatic, fruity",FALSE,FALSE,G. Cravero Sas
Crayeux de Roncq,cow,France,Roncq,NA,"soft, artisan, soft-ripened",45%,NA,"creamy, grainy",washed,orange,"full-flavored, strong, sweet",NA,FALSE,FALSE,NA
Cream Cheese,cow,United States,NA,NA,"fresh soft, processed",NA,NA,"creamy, spreadable",rindless,white,"creamy, mild, sweet","fresh, pleasant",TRUE,FALSE,NA
Cream Cheesy Bliss,,"Canada, United States",NA,NA,soft,NA,NA,"creamy, spreadable",artificial,white,"creamy, garlicky, herbaceous, sweet",rich,TRUE,FALSE,GO Veggie!
Cream Havarti,cow,Denmark,NA,Havarti,"semi-soft, processed",45%,NA,smooth,rindless,pale yellow,"buttery, creamy, sweet",sweet,NA,NA,NA
Creamy Gouda,cow,Netherlands,NA,NA,semi-soft,NA,NA,creamy,natural,cream,creamy,aromatic,NA,NA,dutchcheeseman uk
Creamy Lancashire,cow,England,NA,NA,NA,NA,NA,fluffy,NA,pale yellow,creamy,NA,NA,NA,NA
Crema de Blue,"cow, sheep",United States,New Jersey,Blue,"semi-soft, artisan, blue-veined",NA,NA,creamy,natural,cream,"full-flavored, spicy",NA,FALSE,FALSE,Valley Shepherd Creamery
Crema Mexicana,cow,Mexico and Caribbean,NA,NA,soft,NA,NA,"creamy, smooth, spreadable",rindless,white,"buttery, sour, tangy",rich,TRUE,FALSE,Cacique Inc.
Crema Mexicana Agria,cow,Mexico and Caribbean,NA,NA,fresh soft,NA,NA,"creamy, spreadable",rindless,white,"acidic, sour, tangy","aromatic, fresh",FALSE,FALSE,Cacique Inc.
Cremet,"cow, goat","England, Great Britain, United Kingdom",Devon,Brie,"soft, artisan, soft-ripened",NA,NA,"creamy, smooth, soft, soft-ripened",bloomy,white,"creamy, lemony","fresh, rich",TRUE,FALSE,Sharpham Wine & Cheese
"Cremig Extra Würzig, Bergkäse Aus Dem Schweizer Jura",cow,Switzerland,Jura,Swiss Cheese,"hard, artisan",51%,NA,creamy,natural,cream,"creamy, spicy",NA,NA,NA,Walo von Mühlenen AG
Cremont,"cow, goat",United States,Vermont,NA,"soft, artisan",14%,NA,"creamy, smooth",mold ripened,cream,"creamy, nutty, smooth, yeasty","nutty, yeasty",NA,NA,Vermont Creamery
CreNoble,,Germany,Landshut,NA,semi-soft,NA,NA,"creamy, open, smooth",NA,pale yellow,"creamy, savory",aromatic,NA,NA,Bayerische Milchindustrie eG
Crescenza di Bufala,water buffalo,Italy,Lombardy,NA,"fresh soft, artisan",NA,NA,"buttery, creamy, spreadable",rindless,white,"buttery, creamy, mild, sweet","fresh, pleasant, rich, sweet",TRUE,FALSE,Azienda Agricola Gritti Bruno E Alfio S.s. Societa Agricola
Crescenza-Stracchino,cow,Italy,NA,Italian Cheese,fresh soft,NA,NA,"buttery, creamy, spreadable",rindless,white,"creamy, mild, sweet","pleasant, rich",NA,NA,NA
Cressy Blu,cow,"Canada, Italy",Lombardy,Blue,"semi-hard, blue-veined",NA,NA,"creamy, crumbly, firm",natural,pale yellow,"creamy, savory, sweet",NA,NA,NA,Fifth Town Artisan Cheese
Criffel,cow,"Scotland, United Kingdom",Dumfriesshire,NA,"semi-hard, artisan",NA,NA,"creamy, smooth",washed,straw,smooth,"pungent, strong",TRUE,FALSE,Loch Arthur Creamery
Criollo Cheese,cow,Mexico,Taxco,NA,semi-firm,NA,NA,smooth,NA,pale yellow,"savory, sharp",strong,FALSE,FALSE,NA
Crocodile Tear,goat,United States,Indiana,Brie,"soft, semi-soft, artisan, soft-ripened",NA,NA,"creamy, firm",bloomy,white,"creamy, spicy",pungent,NA,NA,Capriole Goat Cheese
Croghan,goat,Ireland,County Wexford,NA,"semi-soft, artisan",NA,NA,supple,washed,white,full-flavored,"earthy, grassy",TRUE,FALSE,Croghan Goat Farm
Crotonese,sheep,Italy,Crotone,NA,"semi-hard, artisan",NA,NA,compact,natural,pale yellow,"salty, savory, strong",spicy,FALSE,FALSE,NA
Crottin de Champcol,goat,France,NA,NA,soft,NA,NA,"crumbly, dense",NA,white,full-flavored,strong,NA,NA,NA
Crottin de Chavignol,goat,France,NA,NA,"firm, soft-ripened",NA,NA,crumbly,natural,white,full-flavored,strong,NA,NA,NA
Crowdie,cow,Scotland,NA,Cottage,fresh soft,NA,NA,"creamy, crumbly",natural,white,sour,NA,TRUE,FALSE,Highland Fine Cheeses Limited
Crowley,cow,United States,Vermont,Cheddar,"semi-soft, hard, artisan",NA,NA,"creamy, crumbly, firm, smooth",cloth wrapped,pale yellow,"buttery, full-flavored, mild, savory, smokey , spicy, sweet, tangy","aromatic, fresh, mild, pleasant, smokey",FALSE,FALSE,Crowley Cheese
Crozier,sheep,Ireland,"Fethard, Co Tipperary",Blue,"semi-soft, artisan, blue-veined",NA,NA,"buttery, chalky, creamy, crumbly",natural,pale yellow,"acidic, creamy, mild","rich, strong",TRUE,FALSE,J&L Grubb Ltd.
Crucolo,cow,Italy,NA,NA,"semi-hard, artisan",NA,NA,buttery,NA,ivory,"savory, sweet","mild, rich",NA,NA,Rifugio Crucolo
Crumbly Lancashire,cow,England,NA,NA,hard,NA,NA,crumbly,NA,pale yellow,acidic,NA,NA,NA,NA
CréMonté,cow,Germany,Landshut,Blue,"soft, blue-veined",60%,NA,"creamy, smooth",mold ripened,ivory,"creamy, mild",pleasant,NA,NA,Bayerische Milchindustrie eG
Cuajada,"cow, sheep",Spain,NA,NA,soft,NA,NA,"creamy, smooth",NA,NA,NA,NA,FALSE,FALSE,NA
Cubetto,"buffalo, cow",Italy,Campania,NA,"semi-soft, artisan",NA,NA,"compact, smooth",NA,ivory,"smooth, sweet","fresh, fruity",NA,NA,Casa Madaio
Cuor di burrata,,Italy,Campania,NA,soft,NA,NA,"creamy, smooth",NA,white,"buttery, milky, sweet","fresh, herbal, nutty",FALSE,FALSE,Casa Madaio
Cup Cheese,cow,United States,Pennsylvania,NA,"soft, artisan",NA,NA,"creamy, spreadable",NA,NA,"sharp, sour, strong",strong,NA,NA,NA
Cure Nantais,cow,France,Anjou,NA,"soft, artisan",40%,NA,"open, sticky, supple",NA,straw,"smokey , spicy",NA,FALSE,FALSE,Various
Curworthy,cow,England,Devon,NA,semi-hard,48%,NA,creamy,natural,cream,buttery,fresh,TRUE,FALSE,Rachel Stephens
Cwmtawe Pecorino,sheep,Italy,Oristano,Pecorino,hard,NA,NA,creamy,washed,orange,NA,aromatic,TRUE,FALSE,Irranca Giovanni Antonio
Cypress Grove Chevre,goat,United States,California,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Cypress Grove Chevre
L'Affine Au Chablis,cow,France,NA,NA,"soft, semi-soft",NA,NA,"creamy, soft",washed,pale yellow,NA,"floral, fruity",NA,NA,NA
L'Amuse Brabander Goat Gouda,cow,Netherlands,Northern Holland,Gouda,hard,NA,NA,smooth,waxed,brownish yellow,"caramel, salty","buttery, nutty",NA,NA,Essex St. Cheese Co.
L'Amuse Signature Gouda,cow,Netherlands,NA,NA,"hard, artisan",NA,NA,"crumbly, crystalline, smooth",waxed,orange,"burnt caramel, caramel, full-flavored, salty",nutty,NA,NA,Essex St. Cheese Co.
L'Aveyronnais,cow,France,massif des Causses,NA,soft,NA,NA,,leaf wrapped,white,NA,grassy,FALSE,FALSE,NA
L'Ecir de l'Aubrac,cow,France,Auvergne,NA,"soft, artisan",NA,NA,smooth,natural,white,sweet,pleasant,FALSE,FALSE,NA
L'Empereur,,Canada,Quebec,NA,"soft, artisan",15%,NA,"creamy, supple",washed,cream,"buttery, salty","fruity, milky, nutty",NA,NA,Fromagerie Fritz Kaiser
L'Étivaz,cow,Switzerland,NA,NA,hard,NA,NA,buttery,NA,pale yellow,NA,smokey,NA,NA,NA
L'Étoile de St-Raymond,,Canada,Quebec,NA,soft,35%,NA,"buttery, creamy",ash coated,ivory,"buttery, grassy, milky",mushroom,NA,NA,La Maison Alexis de Portneuf Inc.
La Bonaparte,cow,Canada,Quebec,Brie,"soft, soft-ripened",28%,NA,"creamy, soft, soft-ripened, supple",bloomy,cream,"creamy, mild, milky","fresh, mild",NA,NA,La Maison Alexis de Portneuf Inc.
La Casatella,cow,Italy,Veneto,NA,"fresh soft, artisan",NA,NA,"compact, soft",natural,white,"subtle, sweet",lactic,FALSE,FALSE,La Casearia Carpenedo S.r.l.
La Couronne - Fort Aged Comté,cow,"France, Switzerland",Franche Comté,NA,semi-hard,NA,NA,dense,NA,pale yellow,"caramel, nutty, sweet",rich,NA,NA,Cheese Slices
La Fleurie,cow,United States,Vermont,NA,"soft, artisan, soft-ripened",NA,NA,"buttery, runny, smooth",mold ripened,ivory,"buttery, earthy, mushroomy, nutty","earthy, mild",TRUE,FALSE,Willow Hill Farm
La Peral,cow,Spain,NA,Blue,"semi-soft, blue-veined",NA,NA,"creamy, firm, grainy",NA,pale yellow,"spicy, sweet","buttery, rich",FALSE,FALSE,NA
La Pyramide,goat,Canada,British Columbia,NA,"semi-soft, artisan",NA,NA,dense,ash coated,ivory,"salty, tangy",mild,FALSE,FALSE,The Farm House Natural Cheeses
La Retorta,sheep,Spain,NA,NA,"soft, semi-soft",NA,NA,"creamy, runny",NA,pale yellow,creamy,NA,NA,NA,NA
La Rumeur,cow,Canada,Quebec,Brie,"soft, soft-ripened",NA,NA,"buttery, creamy, runny, supple",bloomy,cream,"creamy, mild","mild, milky",NA,NA,La Maison Alexis de Portneuf Inc.
La Sauvagine,cow,Canada,Quebec,NA,soft,32%,NA,"buttery, creamy, runny, supple",washed,ivory,"buttery, creamy",mushroom,TRUE,FALSE,La Maison Alexis de Portneuf Inc.
La Sauvagine Réserve,cow,Canada,Quebec,NA,soft,38%,NA,"buttery, creamy, runny, supple",washed,ivory,"buttery, creamy, mild, milky",mushroom,TRUE,FALSE,La Maison Alexis de Portneuf Inc.
La Serena,sheep,Spain,Extremadura,NA,soft,50%,NA,"creamy, spreadable",washed,straw,"bitter, full-flavored, sharp, strong","pleasant, strong",TRUE,FALSE,NA
La Taupiniere,goat,France,Poitou-Charentes,NA,"soft, artisan",45%,NA,"creamy, smooth",natural,white,"sour, tangy","aromatic, nutty",FALSE,FALSE,Fromagerie Jousseaume
La Tur,"cow, goat, sheep",Italy,Alba,Brie,"soft, artisan, soft-ripened",NA,NA,"creamy, fluffy, soft-ripened",mold ripened,straw,"acidic, buttery, creamy, grassy, mushroomy","earthy, lactic, yeasty",FALSE,FALSE,Caseificio dell'Alta Langa
